No,nama_barang,kode_barang,golongan,bidang,kelompok,sub_kelompok,rincian_objek
4060,Trial Lens & Frame Set,1.3.2.07.01.07.035,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4061,Opthalmic Laser (Alat Kedokteran Mata),1.3.2.07.01.07.036,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4062,Argonphoto Coagulator (Alat Kedokteran Mata),1.3.2.07.01.07.037,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4063,Opthalmic Coagulator (Alat Kedokteran Mata),1.3.2.07.01.07.038,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4064,Operating Microscope (Alat Kedokteran Mata),1.3.2.07.01.07.039,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4065,Photo Fundus Unit (Alat Kedokteran Mata),1.3.2.07.01.07.040,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4066,Synoptophore (Alat Kedokteran Mata),1.3.2.07.01.07.041,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4067,Eye Magnet,1.3.2.07.01.07.042,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4068,Keratometer,1.3.2.07.01.07.043,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4069,Kampimeter,1.3.2.07.01.07.044,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4070,Tonometer,1.3.2.07.01.07.045,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4071,Tonograph,1.3.2.07.01.07.046,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4072,Kaca Mata Frenzel,1.3.2.07.01.07.047,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4073,Alat Enoscope Persipan Lazer,1.3.2.07.01.07.048,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4074,Alloca Camera Multioristhal Swaner With Digital Concane Venteven,1.3.2.07.01.07.049,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4075,Allyn 69-695 Coloscope Fiber Optic,1.3.2.07.01.07.050,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4076,Arhtimula Modul,1.3.2.07.01.07.051,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4077,Aryttonia Control Diting System,1.3.2.07.01.07.052,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4078,Binoculair Loupe,1.3.2.07.01.07.053,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4079,Cataract Instrument Set,1.3.2.07.01.07.054,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4080,Chalazion Instrument Set,1.3.2.07.01.07.055,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4081,Chartprojector,1.3.2.07.01.07.056,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4082,Chinrest For Above,1.3.2.07.01.07.057,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4083,Compact Refraction Unit,1.3.2.07.01.07.058,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4084,Curve Catarac Fraco,1.3.2.07.01.07.059,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4085,Echoscan, Usg Mata,1.3.2.07.01.07.060,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4086,Fiber Optic Molary Autroscope,1.3.2.07.01.07.061,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4087,Fiber Optic Operating,1.3.2.07.01.07.062,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4088,Fibral Optic Coacial,1.3.2.07.01.07.063,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4089,Finohito Reb Pataktor,1.3.2.07.01.07.064,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4090,Grate Meter Opter,1.3.2.07.01.07.065,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4091,Handle Recor Cable Battery + Charge,1.3.2.07.01.07.066,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4092,Head Loupe Halogen,1.3.2.07.01.07.067,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4093,Heberat Indu Optimalmik Photo Cucglator Hazer 930,1.3.2.07.01.07.068,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4094,Hertel,1.3.2.07.01.07.069,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4095,Iridectomy Instrument Set,1.3.2.07.01.07.070,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4096,Ishihara Blind Test Plate,1.3.2.07.01.07.071,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4097,Keratoplasty Instrument Set,1.3.2.07.01.07.072,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4098,Laser Diode Photocoagulator,1.3.2.07.01.07.073,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4099,Laser Yag Opthamic System,1.3.2.07.01.07.074,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4100,Medication Trally,1.3.2.07.01.07.075,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4101,Ocutome Basic System,1.3.2.07.01.07.076,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4102,Direct Optalmoscope (Allyn),1.3.2.07.01.07.077,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4103,In Direct Optamoscope (Allyn),1.3.2.07.01.07.078,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4104,Opthalmic Micro Dia Therimy,1.3.2.07.01.07.079,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4105,Opthalmic Operating Set (Alat Kedokteran Mata),1.3.2.07.01.07.080,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4106,Perimeter,1.3.2.07.01.07.081,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4107,Phacoemulsi Fication,1.3.2.07.01.07.082,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4108,Pterium Instrument Set,1.3.2.07.01.07.083,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4109,Rethina Dethamen Prable,1.3.2.07.01.07.084,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4110,Saver Roksib Hara,1.3.2.07.01.07.085,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4111,Simotion Cardiac Autput Halogen Fibal Optic (USA),1.3.2.07.01.07.086,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4112,Snellen Chard,1.3.2.07.01.07.087,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4113,Sonometri,1.3.2.07.01.07.088,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4114,Straketion Cope,1.3.2.07.01.07.089,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4115,Suche Optical Wregtrontone,1.3.2.07.01.07.090,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4116,S.80 Catarac Knife,1.3.2.07.01.07.091,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4117,Trial Frastine Type 46,1.3.2.07.01.07.092,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4118,Trial Heus,1.3.2.07.01.07.093,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4119,Trial Heus Set Coranted Curen SPA,1.3.2.07.01.07.094,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4120,Vitrectomy Unit,1.3.2.07.01.07.095,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4121,Walter Monitoring Complete Resaring,1.3.2.07.01.07.096,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4122,alat kedokteran mata  lainnya (dst),1.3.2.07.01.07.097,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN MATA
4123,Cardiologi Bed Uk 200X60X90,1.3.2.07.01.08.001,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4124,Cholera Set With Cup,1.3.2.07.01.08.002,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4125,Giving Set (Alat Kedokteran Bagian Penyakit Dalam),1.3.2.07.01.08.003,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4126,Solution Administration Set,1.3.2.07.01.08.004,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4127,Venasectie Set In Metal Case,1.3.2.07.01.08.005,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4128,Oxygen Therapy,1.3.2.07.01.08.006,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4129,Mehnigine Biopay Medle,1.3.2.07.01.08.007,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4130,Needle Punction Sternal/Spinal,1.3.2.07.01.08.008,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4131,Urometer,1.3.2.07.01.08.009,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4132,Mag Sonde Rubber,1.3.2.07.01.08.010,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4133,Pengukur Blood Plasma With Droper Sulfat Methode,1.3.2.07.01.08.011,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4134,Metal Catheter,1.3.2.07.01.08.012,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4135,Catheter Urine Rubber,1.3.2.07.01.08.013,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4136,Ice Cup Import Rubber,1.3.2.07.01.08.014,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4137,Pneumathorax Set Complete,1.3.2.07.01.08.015,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4138,Elektrocardiograph (ECG) 1 Chanel,1.3.2.07.01.08.016,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4139,Reflek Hammer Stainless Steel,1.3.2.07.01.08.017,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4140,Sterelisator For Instrument Portable,1.3.2.07.01.08.018,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4141,Couch Examination (Alat Kedokteran Bagian Penyakit Dalam),1.3.2.07.01.08.019,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4142,Spirometer (Alat Kedokteran Bagian Penyakit Dalam),1.3.2.07.01.08.020,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4143,Suction Thorax,1.3.2.07.01.08.021,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4144,Stool Fixed Height,1.3.2.07.01.08.022,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4145,Bronchoscope (Alat Kedokteran Bagian Penyakit Dalam),1.3.2.07.01.08.023,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4146,Nebulizer,1.3.2.07.01.08.024,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4147,Ultrasonic Nebulizer,1.3.2.07.01.08.025,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4148,Pleural Biopsy,1.3.2.07.01.08.026,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4149,Transtorakal Jarum,1.3.2.07.01.08.027,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4150,Biopsy Pieure,1.3.2.07.01.08.028,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4151,Endotracheal Tube,1.3.2.07.01.08.029,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4152,Ultra Sono Graphy (USG) Internal Medicine,1.3.2.07.01.08.030,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4153,Endoscopy, With Cold Light Source,1.3.2.07.01.08.031,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4154,Electro Nystagmograph,1.3.2.07.01.08.032,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4155,Ventilator Internal Medicine,1.3.2.07.01.08.033,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4156,Amnioscope (Alat Kedokteran Bagian Penyakit Dalam),1.3.2.07.01.08.034,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4157,Ultrasonic Pachymeter (Alat Kedokteran Bagian Penyakit Dalam),1.3.2.07.01.08.035,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4158,Duadeno Fiberscope,1.3.2.07.01.08.036,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4159,Co2 & O2 Monitor,1.3.2.07.01.08.037,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4160,Couch Examination Urology (Alat Kedokteran Bagian Penyakit Dalam),1.3.2.07.01.08.038,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4161,Stool Fixed Hight,1.3.2.07.01.08.039,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4162,Rectal Almometer (Alat Kedokteran Bagian Penyakit Dalam),1.3.2.07.01.08.040,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4163,Suction Unit For Endoscopy,1.3.2.07.01.08.041,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4164,Automatic Hack,1.3.2.07.01.08.043,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4165,Automatic Kaweneter,1.3.2.07.01.08.044,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4166,Bed Side Monitor Complete,1.3.2.07.01.08.045,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4167,Biopsy Pleure,1.3.2.07.01.08.046,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4168,Bonk Cenapagus,1.3.2.07.01.08.047,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4169,Camtopraf One Chanel,1.3.2.07.01.08.048,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4170,Canel Recorder Siarocus 400,1.3.2.07.01.08.049,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4171,Capnograph Mark III,1.3.2.07.01.08.050,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4172,Centure/Sonic,1.3.2.07.01.08.051,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4173,Chair For Treadment Unit 4417 Taiju,1.3.2.07.01.08.052,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4174,Clase Sungint Kit,1.3.2.07.01.08.053,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4175,Cold Light Fontain,1.3.2.07.01.08.054,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4176,Coaxial Head Light,1.3.2.07.01.08.055,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4177,Cold Light Suply Model CFV,1.3.2.07.01.08.056,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4178,Combibag,1.3.2.07.01.08.057,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4179,Compagati 3 L,1.3.2.07.01.08.058,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
4180,Complit Test Mark III,1.3.2.07.01.08.059,ASET TETAP,PERALATAN DAN MESIN,ALAT KEDOKTERAN DAN KESEHATAN,ALAT KEDOKTERAN,ALAT KEDOKTERAN BAGIAN PENYAKIT DALAM
